inventory_id,part_num,color_id,quantity,is_spare
26,32086,33,1,f
26,3460,0,2,f
26,3460,1,2,f
26,3626bpr0053,33,1,f
26,3794a,0,3,f
26,3829c01,4,1,f
26,3832,15,1,f
26,3867,2,1,f
26,3962b,0,1,f
26,4032a,2,1,f
26,4079,4,1,f
26,4083,4,1,f
26,4151a,0,1,f
26,4162,0,1,f
26,4175,0,4,f
26,4289,15,1,f
26,4485,1,1,f
26,4488,7,1,f
26,4495a,2,1,f
26,4495a,4,1,f
26,4532,1,1,f
26,4533,15,1,f
26,4595,0,1,f
26,4599a,15,1,f
26,4623,7,7,f
26,4714,15,1,f
26,51595pr0003,2,1,f
26,59275,1,2,f
26,6014a,15,6,f
26,6015,0,7,f
26,6019,0,1,f
26,6020,14,1,f
26,6091,7,1,f
26,6140,4,2,f
26,6141,42,3,f
26,6141,36,7,f
26,6141,34,2,f
26,6160c03,1,1,f
26,6212,1,1,f
26,6228a,7,1,f
26,71610pr0001,7,1,f
26,76041c04,1,1,f
27,3004,7,1,f
27,30147,7,1,f
27,3023,19,1,f
27,3044b,0,1,f
27,3641,0,4,f
27,3795,8,1,f
27,3829c01,7,1,f
27,4600,0,2,f
27,4624,7,4,f
27,4865a,7,1,f
28,2340,15,4,f
28,2357,15,4,f
28,2412b,15,3,f
28,2412b,4,2,f
28,2431,4,2,f
28,2431,72,1,f
28,2432,1,1,f
28,2437,40,2,f
28,2445,15,2,f
28,2447,40,1,t
28,2460,72,1,f
28,2479,0,1,f
28,2483,40,1,f
28,2555,0,1,f
28,2569,72,2,f
28,2569,72,1,t
28,2654,46,1,f
28,298c02,15,1,t
28,298c02,15,2,f
28,3002,1,4,f
28,30031,0,1,f
28,3004,15,6,f
28,3004,0,1,f
28,3005,15,4,f
28,30055,0,4,f
28,3008,15,1,f
28,3009,15,2,f
28,30162,72,3,f
28,3020,72,1,f
28,3020,0,2,f
28,3023,72,2,f
28,30237a,15,2,f
28,30248,0,1,f
28,3032,15,1,f
